peer_group_id,description
PG_291,"Income: $8,759 - $144,500, Age: 17 - 33, State: TN, Goal: Debt Repayment"
PG_292,"Income: $8,759 - $144,500, Age: 17 - 33, State: TN, Goal: Retirement"
PG_293,"Income: $8,759 - $144,500, Age: 17 - 33, State: TN, Goal: Emergency Fund Building"
PG_294,"Income: $8,759 - $144,500, Age: 17 - 33, State: TN, Goal: Travel"
PG_295,"Income: $8,759 - $144,500, Age: 17 - 33, State: TN, Goal: Home Purchase"
PG_296,"Income: $8,759 - $144,500, Age: 17 - 33, State: TN, Goal: Investment Growth"
PG_297,"Income: $8,759 - $144,500, Age: 17 - 33, State: TN, Goal: Education Funding (Child/Self)"
PG_298,"Income: $8,759 - $144,500, Age: 17 - 33, State: TN, Goal: Healthcare Savings"
PG_299,"Income: $8,759 - $144,500, Age: 17 - 33, State: TN, Goal: Early Financial Freedom/FIRE"
PG_300,"Income: $8,759 - $144,500, Age: 17 - 33, State: TN, Goal: Other"
PG_301,"Income: $8,759 - $144,500, Age: 17 - 33, State: MA, Goal: Debt Repayment"
PG_302,"Income: $8,759 - $144,500, Age: 17 - 33, State: MA, Goal: Retirement"
PG_303,"Income: $8,759 - $144,500, Age: 17 - 33, State: MA, Goal: Emergency Fund Building"
PG_304,"Income: $8,759 - $144,500, Age: 17 - 33, State: MA, Goal: Travel"
PG_305,"Income: $8,759 - $144,500, Age: 17 - 33, State: MA, Goal: Home Purchase"
PG_306,"Income: $8,759 - $144,500, Age: 17 - 33, State: MA, Goal: Investment Growth"
PG_307,"Income: $8,759 - $144,500, Age: 17 - 33, State: MA, Goal: Education Funding (Child/Self)"
PG_308,"Income: $8,759 - $144,500, Age: 17 - 33, State: MA, Goal: Healthcare Savings"
PG_309,"Income: $8,759 - $144,500, Age: 17 - 33, State: MA, Goal: Early Financial Freedom/FIRE"
PG_310,"Income: $8,759 - $144,500, Age: 17 - 33, State: MA, Goal: Other"
PG_311,"Income: $8,759 - $144,500, Age: 17 - 33, State: OH, Goal: Debt Repayment"
PG_312,"Income: $8,759 - $144,500, Age: 17 - 33, State: OH, Goal: Retirement"
PG_313,"Income: $8,759 - $144,500, Age: 17 - 33, State: OH, Goal: Emergency Fund Building"
PG_314,"Income: $8,759 - $144,500, Age: 17 - 33, State: OH, Goal: Travel"
PG_315,"Income: $8,759 - $144,500, Age: 17 - 33, State: OH, Goal: Home Purchase"
PG_316,"Income: $8,759 - $144,500, Age: 17 - 33, State: OH, Goal: Investment Growth"
PG_317,"Income: $8,759 - $144,500, Age: 17 - 33, State: OH, Goal: Education Funding (Child/Self)"
PG_318,"Income: $8,759 - $144,500, Age: 17 - 33, State: OH, Goal: Healthcare Savings"
PG_319,"Income: $8,759 - $144,500, Age: 17 - 33, State: OH, Goal: Early Financial Freedom/FIRE"
PG_320,"Income: $8,759 - $144,500, Age: 17 - 33, State: OH, Goal: Other"
PG_321,"Income: $8,759 - $144,500, Age: 17 - 33, State: ND, Goal: Debt Repayment"
PG_322,"Income: $8,759 - $144,500, Age: 17 - 33, State: ND, Goal: Retirement"
PG_323,"Income: $8,759 - $144,500, Age: 17 - 33, State: ND, Goal: Emergency Fund Building"
PG_324,"Income: $8,759 - $144,500, Age: 17 - 33, State: ND, Goal: Travel"
PG_325,"Income: $8,759 - $144,500, Age: 17 - 33, State: ND, Goal: Home Purchase"
PG_326,"Income: $8,759 - $144,500, Age: 17 - 33, State: ND, Goal: Investment Growth"
PG_327,"Income: $8,759 - $144,500, Age: 17 - 33, State: ND, Goal: Education Funding (Child/Self)"
PG_328,"Income: $8,759 - $144,500, Age: 17 - 33, State: ND, Goal: Healthcare Savings"
PG_329,"Income: $8,759 - $144,500, Age: 17 - 33, State: ND, Goal: Early Financial Freedom/FIRE"
PG_330,"Income: $8,759 - $144,500, Age: 17 - 33, State: ND, Goal: Other"
PG_331,"Income: $8,759 - $144,500, Age: 17 - 33, State: NH, Goal: Debt Repayment"
PG_332,"Income: $8,759 - $144,500, Age: 17 - 33, State: NH, Goal: Retirement"
PG_333,"Income: $8,759 - $144,500, Age: 17 - 33, State: NH, Goal: Emergency Fund Building"
PG_334,"Income: $8,759 - $144,500, Age: 17 - 33, State: NH, Goal: Travel"
PG_335,"Income: $8,759 - $144,500, Age: 17 - 33, State: NH, Goal: Home Purchase"
PG_336,"Income: $8,759 - $144,500, Age: 17 - 33, State: NH, Goal: Investment Growth"
PG_337,"Income: $8,759 - $144,500, Age: 17 - 33, State: NH, Goal: Education Funding (Child/Self)"
PG_338,"Income: $8,759 - $144,500, Age: 17 - 33, State: NH, Goal: Healthcare Savings"
PG_339,"Income: $8,759 - $144,500, Age: 17 - 33, State: NH, Goal: Early Financial Freedom/FIRE"
PG_340,"Income: $8,759 - $144,500, Age: 17 - 33, State: NH, Goal: Other"
PG_341,"Income: $8,759 - $144,500, Age: 17 - 33, State: IL, Goal: Debt Repayment"
PG_342,"Income: $8,759 - $144,500, Age: 17 - 33, State: IL, Goal: Retirement"
PG_343,"Income: $8,759 - $144,500, Age: 17 - 33, State: IL, Goal: Emergency Fund Building"
PG_344,"Income: $8,759 - $144,500, Age: 17 - 33, State: IL, Goal: Travel"
PG_345,"Income: $8,759 - $144,500, Age: 17 - 33, State: IL, Goal: Home Purchase"
PG_346,"Income: $8,759 - $144,500, Age: 17 - 33, State: IL, Goal: Investment Growth"
PG_347,"Income: $8,759 - $144,500, Age: 17 - 33, State: IL, Goal: Education Funding (Child/Self)"
PG_348,"Income: $8,759 - $144,500, Age: 17 - 33, State: IL, Goal: Healthcare Savings"
PG_349,"Income: $8,759 - $144,500, Age: 17 - 33, State: IL, Goal: Early Financial Freedom/FIRE"
PG_350,"Income: $8,759 - $144,500, Age: 17 - 33, State: IL, Goal: Other"
PG_351,"Income: $8,759 - $144,500, Age: 17 - 33, State: WY, Goal: Debt Repayment"
PG_352,"Income: $8,759 - $144,500, Age: 17 - 33, State: WY, Goal: Retirement"
PG_353,"Income: $8,759 - $144,500, Age: 17 - 33, State: WY, Goal: Emergency Fund Building"
PG_354,"Income: $8,759 - $144,500, Age: 17 - 33, State: WY, Goal: Travel"
PG_355,"Income: $8,759 - $144,500, Age: 17 - 33, State: WY, Goal: Home Purchase"
PG_356,"Income: $8,759 - $144,500, Age: 17 - 33, State: WY, Goal: Investment Growth"
PG_357,"Income: $8,759 - $144,500, Age: 17 - 33, State: WY, Goal: Education Funding (Child/Self)"
PG_358,"Income: $8,759 - $144,500, Age: 17 - 33, State: WY, Goal: Healthcare Savings"
PG_359,"Income: $8,759 - $144,500, Age: 17 - 33, State: WY, Goal: Early Financial Freedom/FIRE"
PG_360,"Income: $8,759 - $144,500, Age: 17 - 33, State: WY, Goal: Other"
PG_361,"Income: $8,759 - $144,500, Age: 17 - 33, State: CT, Goal: Debt Repayment"
PG_362,"Income: $8,759 - $144,500, Age: 17 - 33, State: CT, Goal: Retirement"
PG_363,"Income: $8,759 - $144,500, Age: 17 - 33, State: CT, Goal: Emergency Fund Building"
PG_364,"Income: $8,759 - $144,500, Age: 17 - 33, State: CT, Goal: Travel"
PG_365,"Income: $8,759 - $144,500, Age: 17 - 33, State: CT, Goal: Home Purchase"
PG_366,"Income: $8,759 - $144,500, Age: 17 - 33, State: CT, Goal: Investment Growth"
PG_367,"Income: $8,759 - $144,500, Age: 17 - 33, State: CT, Goal: Education Funding (Child/Self)"
PG_368,"Income: $8,759 - $144,500, Age: 17 - 33, State: CT, Goal: Healthcare Savings"
PG_369,"Income: $8,759 - $144,500, Age: 17 - 33, State: CT, Goal: Early Financial Freedom/FIRE"
PG_370,"Income: $8,759 - $144,500, Age: 17 - 33, State: CT, Goal: Other"
PG_371,"Income: $8,759 - $144,500, Age: 17 - 33, State: MO, Goal: Debt Repayment"
PG_372,"Income: $8,759 - $144,500, Age: 17 - 33, State: MO, Goal: Retirement"
PG_373,"Income: $8,759 - $144,500, Age: 17 - 33, State: MO, Goal: Emergency Fund Building"
PG_374,"Income: $8,759 - $144,500, Age: 17 - 33, State: MO, Goal: Travel"
PG_375,"Income: $8,759 - $144,500, Age: 17 - 33, State: MO, Goal: Home Purchase"
PG_376,"Income: $8,759 - $144,500, Age: 17 - 33, State: MO, Goal: Investment Growth"
PG_377,"Income: $8,759 - $144,500, Age: 17 - 33, State: MO, Goal: Education Funding (Child/Self)"
PG_378,"Income: $8,759 - $144,500, Age: 17 - 33, State: MO, Goal: Healthcare Savings"
PG_379,"Income: $8,759 - $144,500, Age: 17 - 33, State: MO, Goal: Early Financial Freedom/FIRE"
PG_380,"Income: $8,759 - $144,500, Age: 17 - 33, State: MO, Goal: Other"
PG_381,"Income: $8,759 - $144,500, Age: 17 - 33, State: TX, Goal: Debt Repayment"
PG_382,"Income: $8,759 - $144,500, Age: 17 - 33, State: TX, Goal: Retirement"
PG_383,"Income: $8,759 - $144,500, Age: 17 - 33, State: TX, Goal: Emergency Fund Building"
PG_384,"Income: $8,759 - $144,500, Age: 17 - 33, State: TX, Goal: Travel"
PG_385,"Income: $8,759 - $144,500, Age: 17 - 33, State: TX, Goal: Home Purchase"
PG_386,"Income: $8,759 - $144,500, Age: 17 - 33, State: TX, Goal: Investment Growth"
PG_387,"Income: $8,759 - $144,500, Age: 17 - 33, State: TX, Goal: Education Funding (Child/Self)"
PG_388,"Income: $8,759 - $144,500, Age: 17 - 33, State: TX, Goal: Healthcare Savings"
PG_389,"Income: $8,759 - $144,500, Age: 17 - 33, State: TX, Goal: Early Financial Freedom/FIRE"
PG_390,"Income: $8,759 - $144,500, Age: 17 - 33, State: TX, Goal: Other"
PG_391,"Income: $8,759 - $144,500, Age: 17 - 33, State: NJ, Goal: Debt Repayment"
PG_392,"Income: $8,759 - $144,500, Age: 17 - 33, State: NJ, Goal: Retirement"
PG_393,"Income: $8,759 - $144,500, Age: 17 - 33, State: NJ, Goal: Emergency Fund Building"
PG_394,"Income: $8,759 - $144,500, Age: 17 - 33, State: NJ, Goal: Travel"
PG_395,"Income: $8,759 - $144,500, Age: 17 - 33, State: NJ, Goal: Home Purchase"
PG_396,"Income: $8,759 - $144,500, Age: 17 - 33, State: NJ, Goal: Investment Growth"
PG_397,"Income: $8,759 - $144,500, Age: 17 - 33, State: NJ, Goal: Education Funding (Child/Self)"
PG_398,"Income: $8,759 - $144,500, Age: 17 - 33, State: NJ, Goal: Healthcare Savings"
PG_399,"Income: $8,759 - $144,500, Age: 17 - 33, State: NJ, Goal: Early Financial Freedom/FIRE"
PG_400,"Income: $8,759 - $144,500, Age: 17 - 33, State: NJ, Goal: Other"
PG_401,"Income: $8,759 - $144,500, Age: 17 - 33, State: RI, Goal: Debt Repayment"
PG_402,"Income: $8,759 - $144,500, Age: 17 - 33, State: RI, Goal: Retirement"
PG_403,"Income: $8,759 - $144,500, Age: 17 - 33, State: RI, Goal: Emergency Fund Building"
PG_404,"Income: $8,759 - $144,500, Age: 17 - 33, State: RI, Goal: Travel"
PG_405,"Income: $8,759 - $144,500, Age: 17 - 33, State: RI, Goal: Home Purchase"
PG_406,"Income: $8,759 - $144,500, Age: 17 - 33, State: RI, Goal: Investment Growth"
PG_407,"Income: $8,759 - $144,500, Age: 17 - 33, State: RI, Goal: Education Funding (Child/Self)"
PG_408,"Income: $8,759 - $144,500, Age: 17 - 33, State: RI, Goal: Healthcare Savings"
PG_409,"Income: $8,759 - $144,500, Age: 17 - 33, State: RI, Goal: Early Financial Freedom/FIRE"
PG_410,"Income: $8,759 - $144,500, Age: 17 - 33, State: RI, Goal: Other"
PG_411,"Income: $8,759 - $144,500, Age: 17 - 33, State: NV, Goal: Debt Repayment"
PG_412,"Income: $8,759 - $144,500, Age: 17 - 33, State: NV, Goal: Retirement"
PG_413,"Income: $8,759 - $144,500, Age: 17 - 33, State: NV, Goal: Emergency Fund Building"
PG_414,"Income: $8,759 - $144,500, Age: 17 - 33, State: NV, Goal: Travel"
PG_415,"Income: $8,759 - $144,500, Age: 17 - 33, State: NV, Goal: Home Purchase"
PG_416,"Income: $8,759 - $144,500, Age: 17 - 33, State: NV, Goal: Investment Growth"
PG_417,"Income: $8,759 - $144,500, Age: 17 - 33, State: NV, Goal: Education Funding (Child/Self)"
PG_418,"Income: $8,759 - $144,500, Age: 17 - 33, State: NV, Goal: Healthcare Savings"
PG_419,"Income: $8,759 - $144,500, Age: 17 - 33, State: NV, Goal: Early Financial Freedom/FIRE"
PG_420,"Income: $8,759 - $144,500, Age: 17 - 33, State: NV, Goal: Other"
PG_421,"Income: $8,759 - $144,500, Age: 17 - 33, State: GA, Goal: Debt Repayment"
PG_422,"Income: $8,759 - $144,500, Age: 17 - 33, State: GA, Goal: Retirement"
PG_423,"Income: $8,759 - $144,500, Age: 17 - 33, State: GA, Goal: Emergency Fund Building"
PG_424,"Income: $8,759 - $144,500, Age: 17 - 33, State: GA, Goal: Travel"
PG_425,"Income: $8,759 - $144,500, Age: 17 - 33, State: GA, Goal: Home Purchase"
PG_426,"Income: $8,759 - $144,500, Age: 17 - 33, State: GA, Goal: Investment Growth"
PG_427,"Income: $8,759 - $144,500, Age: 17 - 33, State: GA, Goal: Education Funding (Child/Self)"
PG_428,"Income: $8,759 - $144,500, Age: 17 - 33, State: GA, Goal: Healthcare Savings"
PG_429,"Income: $8,759 - $144,500, Age: 17 - 33, State: GA, Goal: Early Financial Freedom/FIRE"
PG_430,"Income: $8,759 - $144,500, Age: 17 - 33, State: GA, Goal: Other"
PG_431,"Income: $8,759 - $144,500, Age: 17 - 33, State: VI, Goal: Debt Repayment"
PG_432,"Income: $8,759 - $144,500, Age: 17 - 33, State: VI, Goal: Retirement"
PG_433,"Income: $8,759 - $144,500, Age: 17 - 33, State: VI, Goal: Emergency Fund Building"
PG_434,"Income: $8,759 - $144,500, Age: 17 - 33, State: VI, Goal: Travel"
PG_435,"Income: $8,759 - $144,500, Age: 17 - 33, State: VI, Goal: Home Purchase"
PG_436,"Income: $8,759 - $144,500, Age: 17 - 33, State: VI, Goal: Investment Growth"
PG_437,"Income: $8,759 - $144,500, Age: 17 - 33, State: VI, Goal: Education Funding (Child/Self)"
PG_438,"Income: $8,759 - $144,500, Age: 17 - 33, State: VI, Goal: Healthcare Savings"
PG_439,"Income: $8,759 - $144,500, Age: 17 - 33, State: VI, Goal: Early Financial Freedom/FIRE"
PG_440,"Income: $8,759 - $144,500, Age: 17 - 33, State: VI, Goal: Other"
PG_441,"Income: $8,759 - $144,500, Age: 17 - 33, State: PR, Goal: Debt Repayment"
PG_442,"Income: $8,759 - $144,500, Age: 17 - 33, State: PR, Goal: Retirement"
PG_443,"Income: $8,759 - $144,500, Age: 17 - 33, State: PR, Goal: Emergency Fund Building"
PG_444,"Income: $8,759 - $144,500, Age: 17 - 33, State: PR, Goal: Travel"
PG_445,"Income: $8,759 - $144,500, Age: 17 - 33, State: PR, Goal: Home Purchase"
PG_446,"Income: $8,759 - $144,500, Age: 17 - 33, State: PR, Goal: Investment Growth"
PG_447,"Income: $8,759 - $144,500, Age: 17 - 33, State: PR, Goal: Education Funding (Child/Self)"
PG_448,"Income: $8,759 - $144,500, Age: 17 - 33, State: PR, Goal: Healthcare Savings"
PG_449,"Income: $8,759 - $144,500, Age: 17 - 33, State: PR, Goal: Early Financial Freedom/FIRE"
PG_450,"Income: $8,759 - $144,500, Age: 17 - 33, State: PR, Goal: Other"
PG_451,"Income: $8,759 - $144,500, Age: 17 - 33, State: MP, Goal: Debt Repayment"
PG_452,"Income: $8,759 - $144,500, Age: 17 - 33, State: MP, Goal: Retirement"
PG_453,"Income: $8,759 - $144,500, Age: 17 - 33, State: MP, Goal: Emergency Fund Building"
PG_454,"Income: $8,759 - $144,500, Age: 17 - 33, State: MP, Goal: Travel"
PG_455,"Income: $8,759 - $144,500, Age: 17 - 33, State: MP, Goal: Home Purchase"
PG_456,"Income: $8,759 - $144,500, Age: 17 - 33, State: MP, Goal: Investment Growth"
PG_457,"Income: $8,759 - $144,500, Age: 17 - 33, State: MP, Goal: Education Funding (Child/Self)"
PG_458,"Income: $8,759 - $144,500, Age: 17 - 33, State: MP, Goal: Healthcare Savings"
PG_459,"Income: $8,759 - $144,500, Age: 17 - 33, State: MP, Goal: Early Financial Freedom/FIRE"
PG_460,"Income: $8,759 - $144,500, Age: 17 - 33, State: MP, Goal: Other"
PG_461,"Income: $8,759 - $144,500, Age: 17 - 33, State: OR, Goal: Debt Repayment"
PG_462,"Income: $8,759 - $144,500, Age: 17 - 33, State: OR, Goal: Retirement"
PG_463,"Income: $8,759 - $144,500, Age: 17 - 33, State: OR, Goal: Emergency Fund Building"
PG_464,"Income: $8,759 - $144,500, Age: 17 - 33, State: OR, Goal: Travel"
PG_465,"Income: $8,759 - $144,500, Age: 17 - 33, State: OR, Goal: Home Purchase"
PG_466,"Income: $8,759 - $144,500, Age: 17 - 33, State: OR, Goal: Investment Growth"
PG_467,"Income: $8,759 - $144,500, Age: 17 - 33, State: OR, Goal: Education Funding (Child/Self)"
PG_468,"Income: $8,759 - $144,500, Age: 17 - 33, State: OR, Goal: Healthcare Savings"
PG_469,"Income: $8,759 - $144,500, Age: 17 - 33, State: OR, Goal: Early Financial Freedom/FIRE"
PG_470,"Income: $8,759 - $144,500, Age: 17 - 33, State: OR, Goal: Other"
PG_471,"Income: $8,759 - $144,500, Age: 17 - 33, State: LA, Goal: Debt Repayment"
PG_472,"Income: $8,759 - $144,500, Age: 17 - 33, State: LA, Goal: Retirement"
PG_473,"Income: $8,759 - $144,500, Age: 17 - 33, State: LA, Goal: Emergency Fund Building"
PG_474,"Income: $8,759 - $144,500, Age: 17 - 33, State: LA, Goal: Travel"
PG_475,"Income: $8,759 - $144,500, Age: 17 - 33, State: LA, Goal: Home Purchase"
PG_476,"Income: $8,759 - $144,500, Age: 17 - 33, State: LA, Goal: Investment Growth"
PG_477,"Income: $8,759 - $144,500, Age: 17 - 33, State: LA, Goal: Education Funding (Child/Self)"
PG_478,"Income: $8,759 - $144,500, Age: 17 - 33, State: LA, Goal: Healthcare Savings"
PG_479,"Income: $8,759 - $144,500, Age: 17 - 33, State: LA, Goal: Early Financial Freedom/FIRE"
PG_480,"Income: $8,759 - $144,500, Age: 17 - 33, State: LA, Goal: Other"
PG_481,"Income: $8,759 - $144,500, Age: 17 - 33, State: CA, Goal: Debt Repayment"
PG_482,"Income: $8,759 - $144,500, Age: 17 - 33, State: CA, Goal: Retirement"
PG_483,"Income: $8,759 - $144,500, Age: 17 - 33, State: CA, Goal: Emergency Fund Building"
PG_484,"Income: $8,759 - $144,500, Age: 17 - 33, State: CA, Goal: Travel"
PG_485,"Income: $8,759 - $144,500, Age: 17 - 33, State: CA, Goal: Home Purchase"
PG_486,"Income: $8,759 - $144,500, Age: 17 - 33, State: CA, Goal: Investment Growth"
PG_487,"Income: $8,759 - $144,500, Age: 17 - 33, State: CA, Goal: Education Funding (Child/Self)"
PG_488,"Income: $8,759 - $144,500, Age: 17 - 33, State: CA, Goal: Healthcare Savings"
PG_489,"Income: $8,759 - $144,500, Age: 17 - 33, State: CA, Goal: Early Financial Freedom/FIRE"
PG_490,"Income: $8,759 - $144,500, Age: 17 - 33, State: CA, Goal: Other"
PG_491,"Income: $8,759 - $144,500, Age: 17 - 33, State: AR, Goal: Debt Repayment"
PG_492,"Income: $8,759 - $144,500, Age: 17 - 33, State: AR, Goal: Retirement"
PG_493,"Income: $8,759 - $144,500, Age: 17 - 33, State: AR, Goal: Emergency Fund Building"
PG_494,"Income: $8,759 - $144,500, Age: 17 - 33, State: AR, Goal: Travel"
PG_495,"Income: $8,759 - $144,500, Age: 17 - 33, State: AR, Goal: Home Purchase"
PG_496,"Income: $8,759 - $144,500, Age: 17 - 33, State: AR, Goal: Investment Growth"
PG_497,"Income: $8,759 - $144,500, Age: 17 - 33, State: AR, Goal: Education Funding (Child/Self)"
PG_498,"Income: $8,759 - $144,500, Age: 17 - 33, State: AR, Goal: Healthcare Savings"
PG_499,"Income: $8,759 - $144,500, Age: 17 - 33, State: AR, Goal: Early Financial Freedom/FIRE"
PG_500,"Income: $8,759 - $144,500, Age: 17 - 33, State: AR, Goal: Other"
PG_501,"Income: $8,759 - $144,500, Age: 17 - 33, State: NY, Goal: Debt Repayment"
PG_502,"Income: $8,759 - $144,500, Age: 17 - 33, State: NY, Goal: Retirement"
PG_503,"Income: $8,759 - $144,500, Age: 17 - 33, State: NY, Goal: Emergency Fund Building"
PG_504,"Income: $8,759 - $144,500, Age: 17 - 33, State: NY, Goal: Travel"
PG_505,"Income: $8,759 - $144,500, Age: 17 - 33, State: NY, Goal: Home Purchase"
PG_506,"Income: $8,759 - $144,500, Age: 17 - 33, State: NY, Goal: Investment Growth"
PG_507,"Income: $8,759 - $144,500, Age: 17 - 33, State: NY, Goal: Education Funding (Child/Self)"
PG_508,"Income: $8,759 - $144,500, Age: 17 - 33, State: NY, Goal: Healthcare Savings"
PG_509,"Income: $8,759 - $144,500, Age: 17 - 33, State: NY, Goal: Early Financial Freedom/FIRE"
PG_510,"Income: $8,759 - $144,500, Age: 17 - 33, State: NY, Goal: Other"
PG_511,"Income: $8,759 - $144,500, Age: 17 - 33, State: IN, Goal: Debt Repayment"
PG_512,"Income: $8,759 - $144,500, Age: 17 - 33, State: IN, Goal: Retirement"
PG_513,"Income: $8,759 - $144,500, Age: 17 - 33, State: IN, Goal: Emergency Fund Building"
PG_514,"Income: $8,759 - $144,500, Age: 17 - 33, State: IN, Goal: Travel"
PG_515,"Income: $8,759 - $144,500, Age: 17 - 33, State: IN, Goal: Home Purchase"
PG_516,"Income: $8,759 - $144,500, Age: 17 - 33, State: IN, Goal: Investment Growth"
PG_517,"Income: $8,759 - $144,500, Age: 17 - 33, State: IN, Goal: Education Funding (Child/Self)"
PG_518,"Income: $8,759 - $144,500, Age: 17 - 33, State: IN, Goal: Healthcare Savings"
PG_519,"Income: $8,759 - $144,500, Age: 17 - 33, State: IN, Goal: Early Financial Freedom/FIRE"
PG_520,"Income: $8,759 - $144,500, Age: 17 - 33, State: IN, Goal: Other"
PG_521,"Income: $8,759 - $144,500, Age: 17 - 33, State: AK, Goal: Debt Repayment"
PG_522,"Income: $8,759 - $144,500, Age: 17 - 33, State: AK, Goal: Retirement"
PG_523,"Income: $8,759 - $144,500, Age: 17 - 33, State: AK, Goal: Emergency Fund Building"
PG_524,"Income: $8,759 - $144,500, Age: 17 - 33, State: AK, Goal: Travel"
PG_525,"Income: $8,759 - $144,500, Age: 17 - 33, State: AK, Goal: Home Purchase"
PG_526,"Income: $8,759 - $144,500, Age: 17 - 33, State: AK, Goal: Investment Growth"
PG_527,"Income: $8,759 - $144,500, Age: 17 - 33, State: AK, Goal: Education Funding (Child/Self)"
PG_528,"Income: $8,759 - $144,500, Age: 17 - 33, State: AK, Goal: Healthcare Savings"
PG_529,"Income: $8,759 - $144,500, Age: 17 - 33, State: AK, Goal: Early Financial Freedom/FIRE"
PG_530,"Income: $8,759 - $144,500, Age: 17 - 33, State: AK, Goal: Other"
PG_531,"Income: $8,759 - $144,500, Age: 17 - 33, State: OK, Goal: Debt Repayment"
PG_532,"Income: $8,759 - $144,500, Age: 17 - 33, State: OK, Goal: Retirement"
PG_533,"Income: $8,759 - $144,500, Age: 17 - 33, State: OK, Goal: Emergency Fund Building"
